Word	Category	WordClass	TranslationEng	SearchTermsEng	StatusEng	TranslationEpo	TranslationSpa	TranslationDeu	Synonyms	Antonyms	Example	Tags	LexiliAsel	LexiliEstatus	TranslationFra	TranslationRus	TranslationZho
sugu	root		idiom, set phrase, common saying, expression			idiotismo							Putunhwa (俗语 "suyu", Hangusa (숙어 "sugo"), Niponsa (成語 "sego")				
suhe	root	t	_**adj/adv**_  dry		reviewed	seka	seco						Hindisa (सूखा “sūkhā”), Rusisa (сухой “suhoy”)	leferesmi			
sui	root	n	_**n**_  water		reviewed	akvo	agua					natura	Putunhwa (水 “shuǐ”), Niponsa (水域 “suiiki”), Turkisa (su)	leferesmi			
sujeto	root	n	_**n**_ subject (_grammar_)			subjekto (_gramatiko_)	subjeto (_gramática_)						Englisa (subject), Espanisa (sujeto), Fransesa (sujet), Rusisa (субъект “subyekt”), Doycisa (Subjekt, Sujet), Indonesisa (subjek, subyek) Parsisa (سوژه‎ “suje”)				
sukeri	root	n	_**n**_  sugar		reviewed	sukero	azúcar					yamxey	Arabisa (سكر “sukar”), Englisa (sugar), Espanisa (azucar), Fransesa (sucre), Rusisa (сахар “sahar”), Doycisa (Zucker), Swahilisa (sukari), Turkisa (şeker), Parsisa (شکر “shekar”), Hindisa (शर्करा “śarkarā”, शक्कर “śakkar”), Telugusa (చెక్కర “cekkara”, చక్కెర “cakkera”, శర్కర “śarkara”), Indonesisa (sakar), Pilipinasa (asukal), Italisa (zucchero, zuccheri)	leferesmi			
suki	root	n/f.oro.a	_**n/v.ambi.a**_ like		reviewed	ŝato; ŝati	gusto; gustar						Indonesisa (suka), Niponsa (好き “suki”), Hindisa (सुख “sukh” ~ furaha)	leferesmi			
sukses	root	n/f.nenoj	_**n**_  success; _**v.intr**_ succeed		reviewed	sukceso; sukcesi	éxito; tener éxito						Englisa (success), Fransesa (succès), Indonesisa (sukses), Turkisa (sükse), Portugalsa (sucesso)	leferesmi			
sukwa	root	n	_**n**_ watermelon		reviewed	akvomelono, citrolo	sandía					fruta, yamxey	Putunhwa (西瓜 “xīguā”), Niponsa (スイカ “suika”), Hangusa (수박 “subak”, 서과 “seogwa”)	leferesmi			
sulfur	root	n	_**n**_ sulphur			sulfo	azufre					kimikali monlari	Englisa (sulfur), Espanisa (azufre), Fransesa (soufre), Indonesisa (sulfur), Doycisa (Sulfur), Telugusa (సల్ఫర్ “salfar”), Swahilisa (sulfuri), Pilipinasa (asupre, sulpura)				
suna	root	t	_**adj/adv**_ artificial		reviewed	artefarita; artefarite	artificial						Arabisa (صنع “sune” - manufacture), Turkisa (suni), Indonesisa (seni - art), Swahilisa (sanaa - art)	leferesmi			
sunami	root	n	_**n**_ tsunami			cunamo	tsunami						Niponsa (津波 “tsunami”), Englisa (tsunami), Espanisa, Fransesa, Doycisa, Indonesisa, Turkisa, Swahilisa, (цунами “tsunami”), Pilipinasa (sunami), Hindisa (सुनामी “sunami”), Arabisa (تْسُونَامِي “tsunami”), Telugusa (సునామి “sunami”), Hangusa (쓰나미 “sunami”), Parsisa (سونامی “sunami”)				
sungay	root	n/f.oj	_**n**_ damage, harm, injury; _**v.tr**_ damage, harm, injure			damaĝo; damaĝi	daño, lesión, herida; dañar, lesionar, herir						Putunhwa (损害 “sunhay”), Niponsa (損害 “songay”), Hangusa (손해 “sonhe”)				
sungen	root	n	_**n**_  dignity		reviewed	digneco, digno	dignidad						Putunhwa  (尊严 “zūnyán”), Niponsa (尊厳 “songen”)	leferesmi			
sungo	root	n	_**n**_ horn, antler		reviewed	korno	cuerno					jismulogi	Pilipinasa (sungay), Niponsa (角 “tsuno”), Vyetnamsa (sừng), Hindisa (सींग “sīṅg”)	leferesmi			
suo	root	t	_**adj/adv**_  left		reviewed	maldekstra; maldekstre	izquierdo						Putunhwa (左 “zuǒ”), Turkisa (sol)	leferesmi			
supa	root	n	_**n**_  soup		reviewed	supo	sopa					yamxey	Hindisa (सूप “sup”), Espanisa (sopa), Doycisa (Suppe), Rusisa (суп “sup”), Niponsa (スープ “sūpu”), Hangusa (수프 “supeu”), Swahilisa (supu), Indonesisa (sup), Parsisa (سوپ “sup”)	leferesmi			
super	root	n	_**n**_  _short for [supraya](/eng/lexi/supraya)_: superiority, aboveness		reviewed	supero (mallongigo de [supraya])	forma corta de **supraya** (superioridad, el estado de estar arriba)						Englisa (super-), Doycisa (über-), Fransesa (super-), Espanisa (super-), Rusisa (супер- “super-”), Hindisa (ऊपर “upar”), Turkisa (süper), Parsisa (ابر “abar”), Indonesisa (superioritas), Niponsa (スーパー “supa-”), Vyernamsa (siêu), Swahilisa (ubora)	leferesmi			
supra	root	p	_**prep**_ above, over		reviewed	super	arriba de, sobre						Englisa (supra-), Fransesa (supra-), Espanisa (supra-, sobre), Niponsa (スーパー “supa-”), Vyernamsa (siêu), Italisa (sopra)	leferesmi			
suprem	root	t	_**adj/adv**_  supreme, supremely, greatest (possible), extreme, extremely; _**interj**_ excellent, excellently, cool (_informal_)		reviewed	plejbona; plejbone; mojosa	supremo, extremo; genial, chévere (_informal_)						Englisa (supreme), Fransesa (suprême), Espanisa (supremo), Hindisa (सुप्रीम “suprem”)	leferesmi			
sura	root	n	_**n**_ sun (_any star in a planetary system_)		reviewed	suno (_iu ajn stelo en planeda sistemo_)	sol (_cualquier estrella en un sistema planetario_)					kosmo	Hindisa (सूरज “suraj”), Tamilsa (சூரியன்  “sūriyaṉ”), Indonesisa (surya), Telugusa (సూర్య “surya” - surali)	leferesmi			
suratu	root	n	_**n**_  letter (_written message_)		reviewed	letero	carta						Indonesisa (surat), Pilipinasa (sulat)	leferesmi			
Suri	root	n	_**n**_  Syria		reviewed	Sirio	Siria					dexa	Arabisa (سوريا‎ Sūriyā)	leferesmi			
Surinam	root	n	_**n**_ Suriname		reviewed	Surinamo	Surinam					dexa	Nedersa (Suriname)	leferesmi			
surka	root	n	_**n**_ vinegar		reviewed	vinagro	vinagre					yamxey	Indonesisa (cuka), Pilipinasa (suka), Putunhwa (醋 “cù”), Niponsa (酢 “su”), Hindisa (सिरका “sirkā”), Swahilisa (siki), Parsisa (سرکه “serke”), Turkisa (sirke)	leferesmi			
surprisa	root	n/f.oj	_**n/v.tr**_ surprise		reviewed	surprizo; surprizi	sorpresa; sorprender						Englisa (surprise), Espanisa (sorpresa), Fransesa (surprise), Rusisa (сюрприз “syurpriz”), Pilipinasa (sorpresa), Turkisa (sürpriz), Parsisa (سورپریز “surpriz”)	leferesmi			
susana	root	n	lily (flower)			lilio	azucena, lirio						Parsisa (سوسن “susan”), Arabisa (سَوْسَن “sawsan”), Espanisa (azucena)				
susu	root	n/f.oro.a	_**n/v.ambi.a**_ suck		reviewed	suĉado; suĉi	chupar, sorber, succionar						Fransesa (sucer), Rusisa (соса́ть “sosátʹ”), Putunhwa (吸吮 “xīshǔn”), Niponsa (吸う “suu”), Hindisa (चूसना “cūsnā”), Pilipinasa (susuin)	leferesmi			
sutun	root	n	pillar, column			kolono	columna						Parsisa (ستون “sutun”), Turkisa (sütun), Urdu (ستون “sutun, situn”), Telugusa (స్థూణ “stuna”), Sanskritam (स्थूणा “stuna”)				
sutyen	root	n	_**n**_ bra, brassiere			mamzono	sostén, brasier					labas	Fransesa (soutien-gorge), Argentinali Espanisa (soutien), Portugalsa (sutiã), Turkisa (sütyen, sutyen), Vyetnamsa (xu-chiêng), Parsisa (سوتین “sutiyan”), Masrili Arabsia (ستيان “sutyan”), Elinisa (σουτιέν “sutyen”)				
suyon	root	n/f.oro.a	_**n/v.ambi.a**_ swim		reviewed	naĝado; naĝi	natación; nadar						Putunhwa (游泳 “yóuyǒng”), Niponsa (水泳 “Suiei”), Hangusa (수영 “suyeong”)	leferesmi			
Swahili	root	t	_**adj/adv**_ Swahili 		reviewed	svahila; svahile	swahili						Swahilisa (Swahili)	leferesmi			
swal	root	n/f.oro.a	_**n**_  question; _**v.ambi.a**_ ask (_pose a question_)		reviewed	demando; demandi	pregunta; preguntar						Arabisa (سؤال “sual”), Swahilisa (swali), Hindisa (सवाल “saval”), Parsisa (سوال “soal”), Turkisa (sual)	leferesmi			
Swatini	root	n	_**n**_ Eswatini		reviewed	Esvatinio, Svazilando, Svaziio, Svaziujo	Suazilandia, Esuatini					dexa	Swazi (eSwatini)	leferesmi			
swe	root	n/f.oj	tax			imposto	impuesto						Putunhwa (税 “xwe”), Niponsa (税 “ze”), Hangusa (세 “se”), Vyetnamsa (thuế)				
Sweri	root	n	_**n**_ Sweden		reviewed	Svedio, Svedujo	Suecia					dexa	Swerisa (Sverige)	leferesmi			
sweta	root	n/f.oro.a	_**n**_ sweat, perspiration; _**v.ambi.a**_ sweat, perspire		reviewed	ŝvito; ŝviti	sudor, transpiración; sudar, transpirar						Englisa (sweat), Fransesa (sueur), Doycisa (Schweiß), Espanisa (suda, sudor), Hindisa (स्वेद “sved”), Telugusa (స్వేదము “svēdamu”, స్వేదం “svēdaṃ”)	leferesmi			
sweter	root	n	sweater, pullover			pulovero	suéter, jersey, yersey					labas	Englisa (sweater), Espanisa (suéter, sueta, suéter), Rusisa (свитер “sviter”), Doycisa (Sweater), Indonesisa (switer), Pilipinasa (sweter), Hindisa (स्वेटर “svetar”), Arabisa (سْوِيتَر “switar”), Niponsa (セーター “seta”), Telugusa (స్వెట్టర్ “svetar”), Turkisa (süveter), Hangusa (스웨터 “suweto”), Swahilisa (sweta)		pull-over, chandail, tricot		
swikara	root	n/f.oro.a	_**n**_  acceptance, acknowledgement, recognition; _**v.ambi.a**_ accept, acknowledge, recognize		reviewed	akcepto; akcepti	aceptación, reconocimiento; aceptar, reconocer						Hindisa (स्वीकार “sveekaar”), Karnatakasa (ಸ್ವೀಕಾರ “svīkāra”)	leferesmi			
swini	root	n	pig, hog, swine, _Sus_		reviewed	porko	cerdo, puerco, cochino					hewan	Englisa (swine), Doycisa (Schwein), Rusisa (свинья “svin'ya”)	leferesmi			
Switze	root	n	_**n**_ Switzerland		reviewed	Svislando, Svisio, Svisujo	Suiza					dexa	Doycisa (Schweiz), Italisa (Svizzera), Fransesa (Suisse)	leferesmi			
Swomi	root	n	_**n**_ Finland		reviewed	Finnlando	Finlandia					dexa	Swomisa (Suomi)	leferesmi			
syahe	root	t	_**adj/adv**_  black		reviewed	nigra; nigre	negro					kolor	Hindisa (स्याह “syah”) Turkisa (siyah), Parsisa (سیاه “siyah”)	leferesmi			
syensi	root	n	_**n**_  science		reviewed	scienco	ciencia					eskolya	Englisa (science), Fransesa, Espanisa (ciencia), Niponsa (サイエンス “saiensu”), Pilipinasa (siyensiya), Swahilisa (sayansi)	leferesmi			
Syeraleon	root	n	_**n**_ Sierra Leone		reviewed	Sieraleono, Siera-Leono	Sierra Leona					dexa	Englisa (Sierra Leone)	leferesmi			
tabako	root	n	_**n**_  tobacco		reviewed	tabako	tobaco						Englisa (tobacco), Doycisa (Tabak), Fransesa (tabac), Espanisa (tabaco), Rusisa (табак “tabk”), Arabisa (تَبَغ “tabag”, تُمْبَك “tumbak”), Hindisa (तम्बाकू “tambaku”), Indonesisa (tembakau), Pilipinasa (tabako), Parsisa (تنباکو‎ “tanbako”), Swahilisa (tumbaku), Niponsa (タバコ, たばこ “tabako”), Hangusa (담배 “dambe”)	leferesmi			
tabasum	root	n/f.oro.a	_**n/v.ambi.a**_ smile			rideto; rideti (al)	sonrisa; sonreír						Arabisa (تَبَسُّم “tabassum”), Turkisa (tebessüm), Parsisa (تبسم “tabassom”), Swahilisa (tabasamu)				
tabel	root	n	_**n**_  (matrix) table		reviewed	tabelo	tabla, matriz						Englisa (table), Doycisa (Tabelle), Fransesa (tableau), Espanisa (tabla), Rusisa (таблица “tablitsa”), Indonesisa (tabel), Niponsa (テーブル “teburu”)	leferesmi			
tabriku	root	n/f.oj	_**n**_  congratulation, congratulations; _**v.tr**_ congratulate		reviewed	gratulo; gratuli; gratulon	felicidades; felicitar						Arabisa (تَبْرِيك “tabrik”), Turkisa (tebrik), Parsisa (تبریک “tabrik”)	leferesmi			
tabutu	root	n	coffin, casket			ĉerko	ataúd, féretro, cajón						Hindisa (ताबूत "tabut"), Arabisa (تَابُوت "tabut"), Turkisa (tabut), Parsisa (تابوت "tâbut"), Espanisa (ataúd), Portugalsa (ataude), Italisa (tabutto), Serbihervatskasa (табут, tabut), Pilipinasa (ataul)				
taco	root	n	ostrich, _Struthionidae_			struto	avestruz					hewan	Niponsa (駝鳥 “dachō”), Hangusa (타조 “tajo”) 				
tafasir	root	n/f.oj	_**n**_  interpretation; _**v.tr**_ interpret		reviewed	interpretado; interpreti	interpretación; interpretar						Arabisa (تفسر “tafasir”), Parsisa (تفسیر “tafsir”), Swahilisa (-tafsiri, -fasiri), Indonesisa (tafsiran), Hindisa (तफसीर “tafsir”)	leferesmi			
tahal	root	n	spleen, milt			lieno	bazo						Arabisa (طِحَال “tihal”), Parsisa (طحال “tahâl”), Turkisa (tahal)				
tahamul	root	n/f.oj	_**n**_ tolerance; _**v.tr**_ tolerate, bear, stand, withstand, cope (with), resist		reviewed	tolero; toleri, elteni	tolerancia; tolerar, aguantar, soportar, resistir						Arabisa (تحمل “tahmil”), Parsisa (تحمل “tahammol”), Turkisa (tahammül)	leferesmi			
tahta	root	n	_**n**_  plank, board		reviewed	planko	tabla, tablón						Hindisa (तख्ता “takhta”), Parsisa (تخته “takhte”), Turkisa (tahta)	leferesmi			
tahtu	root	n	throne			trono	trono, solio						Hindisa (तख़्त “taht”), Arabisa (تَخْت “taht”, تَخْتُ “tahtu”), Indonesisa (takhta), Turkisa (taht), Parsisa (تخت “taht”)				
taji	root	n	_**n**_ crown			krono	corona					labas	Hindisa (ताज “tāj”), Arabisa (تَاج “taj”), Turkisa (taç), Parsisa (تاج “tâj”), swahilisa (taji)				
takibu	root	n/f.oj	_**n**_ pursuit; _**v.tr**_ chase, pursue			postsekvado; postsekvi, postkuri, spursekvi	persecución, caza; perseguir						Arabisa (تعقيب “takib”), Parsisa (تعقیب “takib”), Turkisa (takip)				
tako	root	n	_**n**_ taco		reviewed	tako	taco					yamxey	Espanisa (taco)	leferesmi			
taksi	root	n	_**n**_ taxi		reviewed	taksio	taxi						Englisa (taxi), Espanisa, Fransesa, Doycisa, Putunhwa (的士 “dixi”), Hindisa (टैक्सी “teksi”), Arabisa (تَاكْسِي‎ “taksi”), Rusisa (такси “taksi”), Indonesisa (taksi), Turkisa, Niponsa (タクシー “takuxi”), Telugusa (టాక్సీ “taksi”), Hangusa (택시 “teksi”), Vyetnamsa (tắc xi), Parsisa (تاکسی “tâksi”), Swahilisa (teksi), Pilipinasa (taxi, taksi)	leferesmi			
talento	root	n	_**n**_  talent, aptitute		reviewed	talento	talento						Englisa (talent), Fransesa, Doycisa, Rusisa, Espanisa	leferesmi			
talisman	root	n	_**n**_ amulet, talisman			talismano, amuleto	amuleto, talismán						Englisa (talisman), Fransesa, Doycisa, Espanisa (talismán), Rusisa (талисман “talisman”), Indonesisa (isim), Hindisa (तिलिस्म “tilisma”, तिलस्म “tilasma”), Arabisa (طِلَسْم “tilasm”), Niponsa (タリスマン “tarisuman”), Turkisa (tılsım), Hangusa (탤리즈먼 “telijumon”), Parsisa (طلسم “telesm”), Swahilisa (talisimu)				
taluji	root	n/f.oro.a	_**n/v.ambi.a**_ snow		reviewed	neĝo; neĝi	nieve; nevar						Arabisa (ثلج “thalj”), Indonesisa (salju), Swahilisa (theluji)	leferesmi			
talyum	root	n	_**n**_ thallium			taliumo	talio					kimikali monlari	Englisa (thallium), Putunhwa (铊 “ta”), Espanisa (talio), Arabisa (ثَالْيُوم “talyum”), Fransesa (thallium), Rusisa (таллий “talliy”), Indonesisa (talium), Doycisa (Thallium), Niponsa (タリウム “tariumu”), Telugusa (థాలియం “taliyam”), Turkisa (talyum), Hangusa (탈륨 “talyum”), Vyetnamsa (tali), Parsisa (تالیوم “talyom”), Swahilisa (tali), Pilipinasa (taliyo)				
tamal	root	n	_**n**_ tamale		reviewed	tamalo	tamal					yamxey	Espanisa (tamal)	leferesmi			
tamba	root	n	_**n**_ copper			kupro	cobre					kimikali monlari	Hindisa (तांबे “tambe”, ताँबा “tamba”), Indonesisa (tembaga), Telugusa (తామ్రము “tamramu”), Pilipinasa (tumbaga)				
tami	root	t	_**adj/adv**_ sweet		reviewed	dolĉa (gusto), sukera; dolĉe (gusto)	dulce						Pilipinasa (tamis), Swahilisa (-tamu)	leferesmi			
Tamil	root	n	Tamil Nadu (_state in India_)			Tamilnado, Tamilujo, Tamilio	Tamil Nadu						Tamilsa (தமிழ் நாடு “tamil nadu”)				
tange	root	t	_**adj/adv**_  tight		reviewed	prema, troprema, streĉita, kompakta; preme, tropreme, streĉite, kompakte	apretado						Hindisa (तंग “tang”), Parsisa (تنگ “tang”)	leferesmi			
tanke	root	n	tank (_military_)			tanko	tanque (de guerra), carro de combate						Englisa (tank), Espanisa (tanque), Fransesa (tank), Rusisa (танк "tank"), Doycisa (Tank), Indonesisa (tank), Pilipinasa (tangke), Putunhwa (坦克 "tanke"), Hindisa (टैंक "tenk"), Turkisa (tank), Vyetnamsa (xe tăng), Hangusa (탱크 "tengku"), Parsisa (تانک "tânk")				
tantalum	root	n	_**n**_ tantalum			tantalo	tántalo					kimikali monlari	Englisa (tantalum), Putunhwa (鉭 “dan”), Espanisa (tántalo), Arabisa (تَنْتَالُم “tantalum”), Fransesa (tantale), Rusisa (тантал “tantal”), Indonesisa (tantalum), Doycisa (Tantal), Niponsa (タンタル “tantaru”), Telugusa (టేంటలం “tentalam”), Turkisa (tantal), Hangusa (탄탈 “tantal”, 탄탈룸 “tantalum”, 탄탈럼 “tantalam”), Vyetnamsa (tantan), Parsisa (تانتال “tantal”), Swahilisa (tantali), Pilipinasa (tantalo, tantalyo)				
Tanzani	root	n	_**n**_  Tanzania		reviewed	Tanzanio	Tanzania					dexa	Swahilisa (Tanzania)	leferesmi			
taradudu	root	n/f.nenoj	hesitation; hesitate			hezito; heziti	vacilacion, titubeo; vacilar, dudar, titubear						Arabisa (تَرَدُّد “taradud”; يَتَرَدَّدُ‎‎ “yataradadu”), Parsisa (تردید “taradad”), Turkisa (tereddüt)				
taraf	root	n	_**n**_  party, side		reviewed	partio	partido, parte, bando, lado					politi	Arabisa (طرف “taraf”), Parsisa (طرف “taraf”), Turkisa (taraf), Hindisa (तरफ़ “taraf”)	leferesmi			
tarbux	root	n	_**n**_ fez, tarboosh			fezo	fez					labas	Englisa (tarboosh), Fransesa (tarbouche), Rusisa (тарбуш “tarbux”), Doycisa (Tarbusch), Indonesisa (tarbus), Arabisa (طَرْبُوش “tarbux”), Parsisa, Telugusa (టార్బూష్ “tarbus”), Swahilisa (tarbushi)				
