Word,Category,WordClass,OfficialWord,TranslationEng,SearchTermsEng,StatusEng,TranslationEpo,TranslationSpa,TranslationDeu,Synonyms,Antonyms,Example,Tags,LexiliAsel,LexiliEstatus,TranslationFra,TranslationRus,TranslationZho
kolyo,root,n/f.oro.b,TRUE,"consideration; consider, take into consideration, take into account",,reviewed,konsidero; konsideri,"consideración; considerar, tener en cuenta, tomar en cuenta",,,,,,"Putunhwa  (考虑 “kǎolǜ”), Niponsa (考慮 “kōryo”), Hangusa (고려 “golyeo”)",leferesmi,,,
kom,root,l,TRUE,"as (_comparable to_), than (_as compared with_)",,reviewed,"ol, kiel, en komparo kun","que, como, en comparación con",,,,,,Am oko _kompara_.,leferesmi,,,
koma,root,n,TRUE,coma,,,komato,coma (_estado patológico_),,,,,medis,"Doycisa (Koma), Englisa (coma), Espanisa (coma), Fransesa (coma), Rusisa (кома “koma”), Indonesisa (koma), Pilipinasa (coma, koma), Turkisa (koma), Hindisa (कोमा “koma”) Telugusa (కోమా “kōmā”), Parsisa (کما “koma”)",,,,
kombina,root,n/f.oro.b,TRUE,combine,,,kombino; kombini,"combinar, combinarse",,,,,,"Englisa (combination), Fransesa (combinaison), Doycesa (Kombination), Rusisa (комбинация “kombinatsiya”), Espanisa (combinación), Niponsa (コンビネーション “konbinēshon”), Hangusa (콤비네이션 “kombineisyeon”), Telugusa (కాంబినేషన్ “kāmbinēṣan”), Turkisa (kombinasyon), Indonesisa (kombinasi), Pilipinasa (kombinasyon)",,,,
komedi,root,n,TRUE,comedy,,,komedio,comedia,,,,,,"Englisa (comedy), Espanisa (comedia), Fransesa (comédie), Rusisa (комедия “komediya”), Doycisa (Komödie), Indonesisa (komedi), Pilipinasa (komedya), Arabisa (كُومِيدِيَا “komidiya”, كُومِيدِيَا “komediya”), Niponsa (コメディ “komedi”), Turkisa (komedi), Hangusa (코미디 “komidi”), Parsisa (کمدی “komedi”)",,,,
komenta,root,n/f.oro.a,TRUE,comment,,reviewed,komento; komenti,comentario; comentar,,,,,,"Englisa (commentary), Fransesa (commentaire), Doycisa (Kommentar), Rusisa (комментарий “kommentary”), Espanisa (comentario), Indonesisa (komentar), Pilipinasa",leferesmi,,,
komiki,root,n,TRUE,"comics, manga",,,"komikso, bildliteraturo","tira cómica, cómic, manga",,,,,,"Englisa (comics), Espanisa (cómic), Rusisa (комикс “komiks”), Doycisa (Comic), Indonesisa (komik), Pilipinasa (komiks), Hindisa (कॉमिक्स “komiks”), Niponsa (コミック “komikku”), Telugusa (కామిక్స్ “kamiks”), Parsisa (کُمیک “komik”), Swahilisa (komiki)",,,,
kompara,root,n/f.oro.a,TRUE,comparison; compare,,reviewed,komparo; kompari,comparación; comparar,,,,,,"Englisa (compare), Fransesa (comparer), Espanisa (comparación, comparar), Doycisa (Komparation), Swerisa (komparera)",leferesmi,,,
kompeten,root,t,TRUE,"competent, competently",,reviewed,kompetenta; kompetente,competente; competentemente,,,,,,"Englisa (competent), Fransesa (compétent), Doycisa (kompetent), Rusisa (компетентный “kompetentniy”), Espanisa (competente), Indonesisa (kompeten)",leferesmi,,,
kompleto,root,t,TRUE,"complete, completely, absolute, absolutely",,reviewed,"kompleta, absoluta; komplete, absolute","completo, absoluto",,,,,,"Englisa (complete), Fransesa (complet), Doycisa (komplett), Espanisa (completo), Indonesisa (komplit), Pilipinasa (kumpleto)",leferesmi,,,
komploto,root,n/f.oro.a,TRUE,"conspiracy, plot, scheme; conspire",,,"komploto, konspiro; komploti, konspiri","conspiración, complot; conspirar",,,,,,"Englisa (conspiracy, plot), Espanisa (complot), Fransesa (complot, comploter), Doycisa (Komplott), Portugalsa (complô), Italisa (complotto, complottare), Indonesisa (konspirasi), Pilipinasa (komplot), Turkisa (kumpas, komplo)",,,,
kompostu,root,n/f.oro.a,TRUE,compost,,,kompoŝto,"abono, composta",,,,,,"Englisa (compost), Espanisa (compost), Fransesa (compost), Rusisa (компост ""kompost""), Doycisa (Kompost), Portugalsa (composto), Italisa (compost), Indonesisa (kompos), Hindisa (कम्पोस्ट ""kampost""), Telugusa (కంపోస్టు ""kampostu""), Turkisa (kompost), Vyetnamsa (phân compost), Parsisa (کمپوست ""kompost"")",,,,
komputa,root,n/f.oro.a,TRUE,"computation, calculation; compute, calculate",,reviewed,komputo; komputi,computación; computar,,,,,,"Englisa (compute, computation), Fransesa (computation), Doycisa (Computer), Rusisa (компьютер “kompyuter”), Espanisa (computación, computadora), Indonesisa (komputasi), Pilipinasa (kompyuter), Arabisa (كَمْبْيُوتَر “kambyūtar”), Niponsa (コンピュータ “kompyūta”), Hangusa (컴퓨터 “kompyuto”), Parsisa (کامپیوتر‎ “kâmpyuter”), Hindisa (कंप्यूटर “kampyūṭar”), Telugusa (కంప్యూటర్ “kampyūṭar”), Swahilisa (kompyuta)",leferesmi,,,
komun,root,t,TRUE,"in common, communal","common, in common, communal",reviewed,komuna; komune,"en común, comunal",,,,,,"Englisa (communism), Fransesa (commun), Doycisa (Kommunismus), Rusisa (коммунизм “kommunizm”), Espanisa (común), Hindisa (कम्युनिज़म “kamyunizam”), Parsisa (کمونیسم “komonism”), Turkisa (komünizm), Indonesisa (komunisme), Pilipinasa (komunismo), Swahilisa (ukomunisti)",leferesmi,,,
komunika,root,n/f.oro.a,TRUE,communication; communicate,,reviewed,komunikado; komuniki,comunicación; comunicar,,,,,,"Englisa (communication), Fransesa, Doycisa (kommunikativ), Rusisa (коммуникативный “kommunikativniy”), Espanisa (comunicación), Niponsa (コミュニケーション “komyunikeyxon”), Turkisa (komünikasyon), Pilipinasa (komunikasyon)",leferesmi,,,
konceto,root,n,TRUE,concept,,reviewed,koncepto,concepto,,,,,,"Englisa (concept), Fransesa (concept), Doycisa (Konzept), Rusisa (концепция “kontseptsiya”), Espanisa (concepto), Niponsa (コンセプト “konseputo”), Hangusa (컨셉 “konsep”, 콘셉트 “konseptu”), Indonesisa (konsep), Pilipinasa (konsepto)",leferesmi,,,
koncun,root,n,TRUE,"insect, bug",,reviewed,insekto,"insecto, _Insecta_",,,,,hewan,"Putunhwa (昆虫 “kūnchóng”), Hangusa (곤충 “gonchung”), Niponsa (昆虫 “konchū”), Vyetnamsa (côn trùng)",leferesmi,,,
kondom,root,n,TRUE,condom,,reviewed,kondomo,condón,,,,,,"Englisa (condom), Doycisa (Kondom), Rusisa (кондом “kondom”), Espanisa (condón), Swahilisa (kondomu), Hindisa (कंडोम “kandom”), Telugusa (కండోం “kandom”), Arabisa (كُونْدُوم “kundum”) Niponsa (コンドーム “kondomu”), Hangusa (콘돔 “kondom”), Turkisa (kondom), Parsisa (کاندوم‎ “kandom”), Indonesisa (kondom), Pilipinasa (kondom)",leferesmi,,,
konduta,root,n/f.nenoj,TRUE,"behavior, conduct; behave, act",,reviewed,konduto; konduti,"conducta, comportamiento; comportarse",,,,,,"Englisa (conduct), Fransesa (conduite), Espanisa (conducta)",leferesmi,,,
kone,root,n/f.oj,TRUE,"know, be acquainted with, be familiar with [_**compare with**:_ [jixi](/eng/lexi/jixi)]","know, acquainted, be acquainted with, familiar, be familiar with",reviewed,kono; koni,conocer,,,,,,"Englisa (know), Fransesa (connaître), Doycisa (kennen), Espanisa (conocer), Portugalsa (conhecer)",leferesmi,,,
konestable,root,n,TRUE,constable,,,konestablo,condestable,,,,,insan,"Englisa (constable), Espanisa (condestable), Fransesa (connétable), Rusisa (констебль ""konstebl""), Doycisa (Konstabler, Konstabel), Malaysisa (konstabel), Pilipinasa (konstable), Hindisa (कॉंस्टेबल ""konstebal""), Niponsa (コンスタブル ""konstaburu""), Karnatakasa (ಕಾನ್‍ಸ್ಟೆಬಲ್ ""kanstebal""), Swahilisa (konstebo)",,,,
konferensi,root,n,TRUE,"conference, convention",,,"konferenco, kongreso","conferencia, congreso, convención",,,,,,"Doycisa (Konferenz), Englisa (conference), Espanisa (conferencia), Fransesa (conférence), Rusisa (конференция “konferentsiya”), Indonesisa (konferensi), Pilipinasa (kumperensya), Turkisa (konferans), Parsisa (کنفرانس “konferâns”)",,,,
konflito,root,n/f.oro.a,TRUE,"conflict (with), clash (with)",,,konflikto; konflikti,"conflicto; discrepar, estar en conflicto",,,,,,"Doycisa (Konflikt), Englisa (conflict), Espanisa (conflicto), Fransesa (conflit), Rusisa (конфликт “konflikt”), Indonesisa (conflik), Niponsa (コンフリクト “konfurikuto”)",,,,
konforta,root,n/f.oj,TRUE,comfort; make comfortable,,reviewed,komforto; komforti,"comodidad, confort; hacer cómodo",,,,,,"Englisa (comfort), Fransesa (confort), Doycisa (Komfort), Rusisa (комфорт “komfort”), Espanisa (confortar), Pilipinasa ( ), Turkisa (konfor)",leferesmi,,,
konkreto,root,t,TRUE,"concrete, concretely",,reviewed,konkreta; konkrete,concreto,,,astrato,,,"Englisa (concrete), Fransesa (concret), Doycisa (konkret), Rusisa (конкретный “konkretniy”) Espanisa (conctreto), Indonesisa (konkret), Pilipinasa (kongkreto)",leferesmi,,,
konkure,root,n/f.oro.a,TRUE,competition; compete (against),,reviewed,"konkuro, konkurso, konkurenco; konkuri, konkursi, konkurenci",competencia; competir,,,,,,"Fransesa (concurrence, concours), Doycisa (Konkurrenz), Rusisa (конкуренция “konkurentsiya”, конкурс “konkurs”), Espanisa (concurso), Niponsa (コンクール “konkūru”), Hangusa (콩쿠르 “kongkureu”)",leferesmi,,,
konsan,root,n,TRUE,mine (_excavation_),,,"mino, fosaĵo",mina,,,,,,"Putunhwa (矿山 “kwangxan”), Hangusa (광산 “kwansan”), Niponsa (鉱山 “kozan”)",,,,
konsonan,root,n,TRUE,consonant,,reviewed,konsonanto,consonante,,,,,,"Englisa (consonant), Fransesa (consonne), Doycisa (Konsonant), Espanisa (consonante), Indonesisa (konsonan), Pilipinasa (katinig), Swahilisa (konsonanti)",leferesmi,,,
kontamina,root,n/f.oro.a,TRUE,"contamination, pollution; contaminate, pollute",,,"poluo, malpurigo; polui, malpurigi","contaminación, polución; contaminar",,,,,,"Englisa (contamination, contaminate), Fransesa (contamination), Espanisa (contaminación, contaminar), Doycisa (Kontamination), Indonesisa (kontaminasi), Pilipinasa (kontaminasyon), Niponsa (コンタミネーション “kontaminexon”)",,,,
kontato,root,n/f.oj,TRUE,contact,,reviewed,kontakto; kontakti,contacto; contactar,,,,,,"Englisa (contact), Doycisa (Kontakt), Fransesa (contact), Espanisa (contacto), Rusisa (контакт “kontakt”)",leferesmi,,,
konte,root,n,FALSE,"count, countess, earl",,,,conde,,,,,,"Englisa (count, countess), Espanisa (conde, condesa), Fransesa (comte, comtesse), Portugalsa (conde, condessa), Italisa (conte, contessa), Pilipinasa (konde, kondesa), Hindisa (कौंट ""kawnt""), Arabisa (كُونْت ""kunt""), Turkisa (kont, kontes), Parsisa (کنت ""kont"")",,,,
kontrata,root,n,TRUE,contract (_legally binding_),,,kontrakto (_jure deviga_),contrato (_jurídicamente vinculante_),,,,,,"Doycisa (Kontrakt), Englisa (contract), Espanisa (contrato, contrata), Fransesa (contrat), Rusisa (контракт “kontrakt”), Turkisa (kontrat), Indonesisa (kontrak), Pilipinasa (kontrata), Niponsa (コントラクト “kontorakuto”)",,,,
konus,root,n,TRUE,cone,,,konuso,cono,,,,,,"Doycisa (Konus), Rusisa (конус “konus”), Englisa (cone), Espanisa (cono), Fransesa (cône), Pilipinasa (kono), Turkisa (koni), Elinisa (κώνος “konos”)",,,,
kopa,root,n,TRUE,"glass, tumbler, cup, mug (any drinking vessel other than bottles)",,,"glaso, taso, kruĉo (iu ajn trinkujo krom boteloj)","vaso, taza",,,,,,"Englisa (cup), Hindisa (कप “kap”), Arabisa (كُوب “kub”), Fransesa (coupe), Rusisa (кубок “kubok”), Portugalsa (copo), Niponsa (コップ “koppu”), Hangusa (컵 “kop”), Vyetnamsa (cốc), Swahilisa (kikombe), Italisa (coppa)",,,,
kopernikyum,root,n,TRUE,copernicium,,,kopernicio,"copernicio, Cn",,,,,kimikali monlari,"Englisa (copernicium), Hindisa (कोपरनिसियम “koparnisiyam”), Espanisa (copernicio), Arabisa (كوبرنيسيوم “kubirnisyum”), Fransesa (copernicium), Rusisa (коперниций “kopernitsiy”), Indonesisa (kopernisium), Doycisa (Copernicium), Niponsa (コペルニシウム “koperunixiumu”), Telugusa (కోపర్నిషియం “koparnixiyam”), Turkisa (kopernikyum), Hangusa (코페르니슘 “koperunixum”), Vyetnamsa (copernixi), Parsisa (کوپرنیسیم “kopernisiyom”), Swahilisa (copernici), Pilipinasa (koperniko)",,,,
kopi,root,n/f.oro.a,TRUE,copy,,,kopio; kopii,copia; copiar,,,,,,"Doycisa (Kopie), Englisa (copy), Espanisa (copia), Fransesa (copie), Rusisa (копия “kopiya”), Pilipinasa (kopya), Turkisa (kopya), Telugusa (కాపీ “kāpī”), Niponsa (コピー “kopī”), Putunhwa (拷贝 “kǎobèi”), Parsisa (کپی “kopi”)",,,,
korbani,root,n,TRUE,victim,,reviewed,viktimo,victima,,,,,,"Arabisa (قُرْبَان “qurban”), Indonesisa (korban), Parsisa (قربانی “qorbani”), Turkisa (kurban), Hindisa (कुरबानी “kurbani”)",leferesmi,,,
kordo,root,n,TRUE,"cord, rope",,reviewed,"kordo, ŝnuro","cuerda, soga, cordón",,,,,,"Englisa, Fransesa, Rusisa (корд “kord”), Turkisa (kordon), Pilipinasa (kurdon)",leferesmi,,,
koridor,root,n,TRUE,"corridor, hallway, aisle",,,koridoro,"corredor, pasillo",,,,,,"Englisa (corridor), Espanisa (corredor), Fransesa (couloir, corridor), Rusisa (коридор “koridor”), Doycisa (Korridor), Indonesisa (koridor), Pilipinasa (koridor), Telugusa (కారిడార్ “karidar”), Turkisa (koridor), Parsisa (کریدور “koridor”), Swahilisa (korido)",,,,
koronel,root,n,TRUE,colonel,,,kolonelo,coronel,,,,,insan,"Englisa (colonel), Espanisa (coronel), Fransesa (colonel), Indonesisa (kolonel), Pilipinasa (koronel), Hindisa (कर्नल ""karnal""), Arabisa (كُولُونِيل ""kulunil""), Telugusa (కర్నల్ ""karnal""), Parsisa (کلنل ""kolonel""), Swahilisa (kanali)",,,,
korsaro,root,n,FALSE,"pirate, corsair",,,"pirato, korsaro; pirati","pirata, corsario",,,,,insan,"Italisa (corsaro), English (corsair), Fransesa (corsaire), Rusisa (корсар ""korsar""), Doycisa (Korsar), Arabisa (قُرْصَان ""kursan""), Turkisa (korsan)",,,,
koryandro,root,n,TRUE,"coriander, cilantro",,,koriandro,"cilantro, _Coriandrum sativum_",,,,,yamxey,"Doycisa (Koriander), Englisa (coriander), Espanisa (coriandro), Fransesa (coriandre), Rusisa (кориандр “koryandr”), Pilipinasa (koriandro), Niponsa ( コリアンダー “korianda”)",,,,
kos,root,p,TRUE,"because of, due to, for",,reviewed,pro,"por, porque, a causa de",,,,,,Am oko _kosa_.,leferesmi,,,
kosa,root,n/f.oj,TRUE,cause,,reviewed,kaŭzo; kaŭzi,causa; causar,,,,,,"Englisa (cause), Fransesa (cause), Espanisa (causa)",leferesmi,,,
kosmo,root,n,TRUE,universe,,reviewed,"kosmo, universo",universo,,,,,kosmo,"Englisa (cosmos), Fransesa (cosmos), Doycisa (Kosmos), Rusisa (космос “kosmos”), Espanisa (cosmos), Turkisa (kozmos), Indonesisa (kosmos), Pilipinasa (kosmos), Niponsa (コスモス “kosumosu”), Hangusa (코스모스 “kosumosu”)",leferesmi,,,
kosta,root,n,TRUE,coast,,reviewed,(mar)bordo,costa,,,,,geografi,"Englisa (coast, coastal), Fransesa (côte), Doycisa (Küste), Espanisa (costa)",leferesmi,,,
kostante,root,t,TRUE,"constant, constantly",,reviewed,konstanta; konstante,constante; constantemente,,,,,,"Englisa (constant), Fransesa (constant), Doycisa (konstant), Rusisa (константа), Espanisa (constante), Indonesisa (konstan)",leferesmi,,,
kostrui,root,n/f.oro.a,TRUE,"construction; construct, build",,reviewed,konstruo; konstrui,"construcción; construir, edificar",,,,,,"Englisa (construction), Fransesa (construire), Doycisa (konstruieren), Rusisa (конструировать “konstruirovat”), Espanisa (construir), Italisa (costruire)",leferesmi,,,
kostum,root,n,TRUE,"costume, suit",,,kostumo,traje,,,,,,"Englisa (costume), Fransesa (costume), Rusisa (костюм “kostyum”), Doycisa (Kostüm), Indonesisa (kostum), Pilipinasa (kasuutan), Turkisa (kostüm), Parsisa (کاستیوم “kâstyum”)",,,,
koton,root,n,TRUE,cotton,,reviewed,kotono,"algodón, _Gossypium_",,,,,,"Arabisa (قُطْن “quṭn”, قُطُن “quṭun”), Hindisa (कॉटन “kŏṭan”), Indonesisa (katun), Pilipinasa (koton), Englisa (cotton), Fransesa (coton), Espanisa (algodón), Hangusa (코튼 “koteun”), Niponsa (コットン “kotton”)",leferesmi,,,
kotor,root,t,TRUE,dirty,,reviewed,malpura; malpure,sucio,,,,,,Indonesisa (kotor),leferesmi,,,
kotu,root,n,TRUE,"coat, overcoat",,,"jako, palto, surtuto","abrigo, gabán",,,,,,"Englisa (coat), Hindisa (कोट ""kot""), Niponsa (コート ""koto""), Telugusa (కోటు ""kotu""), Hangusa (코트 ""kotu""), Parsisa (کت ""kot""), Swahilisa (koti)",,,,
kowa,root,n,TRUE,"power, force",,reviewed,"potenco, forto, povo",fuerza,,,,,,"Arabisa (قوة “kua”), Indonesisa (kuat - strong), Turkisa (kuvvet), Parsisa (قوت “kovat”), Hindisa (क़ुव्वत “kuvvat”)",leferesmi,,,
koyote,root,n,TRUE,coyote,,,kojoto,"coyote, _Canis latrans_",,,,,,"Englisa (coyote), Espanisa, Fransesa, Rusisa (койот “koyot”), Doycisa (Kojote), Indonesisa (koyote), Pilipinasa, Hindisa (कायोटी “kayoti”), Arabisa (قَيُّوط “kayyut”), Niponsa (コヨーテ “koyote”), Keralasa (കയോട്ടി “kayeati”), Hangusa (코요테 “koyote”), Parsisa (کایوت “kâyot”)",,,,
krabe,root,n,TRUE,"crab, _Brachyura_",,reviewed,krabo,"cangrejo, _Brachyura_",,,,,hewan,"Englisa (crab), Fransesa (crabe), Doycisa (Krebs), Rusisa (краб “krab”), Hindisa (केकड़ा “kekṛā”), Swahilisa (kaa), Vyetnamsa (cua)",leferesmi,,,
krampe,root,n/f.oro.b,TRUE,"contraction, convulsion, seizure, spasm, cramp, twitch",,,"kontrahiĝo, konvulsio, spasmo, kramfo","contracción, convulsión, espasmo; contraer, contraerse",,,,,,"Englisa (cramp), Espanisa (calambre, rampa), Fransesa (crampe), Doycisa (Krampf, krampfen), Indonesisa (kram), Pilipinasa (kalambre), Turkisa (kramp), Niponsa (痙攣 ""keren"")",,,,
krenberi,derived,n,TRUE,"cranberry, _Oxycoccus_",,,oksikoko,"arándano (rojo), _Vaccinium_",,,,,"fruta, yamxey","kren + beri; Englisa (cranberry), Fransesa (canneberge), Doycisa (Cranberry), Indonesisa (kranberi), Pilipinasa (kranberya, kranberi), Hindisa (क्रेनबेरी “krenberi”), Niponsa (クランベリー “kuranberi”), Hangusa (크랜베리 “kurenberi”), Parsisa (کرنبری “krenberi”), Swahilisa (kranberi)",,canneberge,,
krasi,root,n/f.oro.a,TRUE,"government, rule; govern, rule",,reviewed,"rego, registaro; regi, estri",gobierno; gobernar,,,,,politi,"Englisa (democracy), Fransesa (démocratie), Doycisa (Demokratie), Rusisa (демократия “demokratiya”), Espanisa (democracia), Arabisa (دِيمُقْرَاطِيَّة “dimuqratiya”), Parsisa (دموکراسی “demokrâsi”), Turkisa (demokrasi), Swahilisa (demokrasia), Indonesisa (demokrasi), Pilipinasa (demokrasya)",leferesmi,,,
kravata,root,n,TRUE,"tie, necktie",,,kravato,corbata,,,,,,"Fransesa (cravate), Espanisa (corbata), Doycisa (Kravatte), Pilipinasa (kurbata), Arabisa (كَرَافَتَة “karafata”), Turkisa (kravat), Vyetnamsa (cà vạt), Parsisa (کراوات “kerâvât”)",,,,
kraw,root,n,TRUE,crow,,reviewed,korvo,"cuervo, _Corvus_",,,,,hewan,"kwasilexi - Hindisa ( ), Englisa (caw, crow), Doycisa, Indonesisa, Vyetnamsa, Telugusa, Rusisa, Espanisa, Fransesa, Parsisa",leferesmi,,,
krea,root,n/f.oro.a,TRUE,"creation; create, make",,reviewed,kreo; krei,creación; crear,,,,,,"Englisa (creation), Fransesa (création), Doycisa (Kreation, kreativ), Espanisa (crea), Indonesisa (kreatif, kreasi), Turkisa (kreasyon)",leferesmi,,,
